production_number,case,source_cases,physical_number,source_path_relative,recommended_format,source_media,source_bytes,sha256,target_directory,target_media,preflight_state
192,05668--cbtsmlrtl2-g--5d7fbcf4,05668--cbtsmlrtl2-g--5d7fbcf4,1,ZH_Generals\W3D.big\Art\W3D\CBTsmlrtl2_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05668--cbtsmlrtl2-g--5d7fbcf4\Civilian - Commercial Building - Stan Small Retail 02 - CBTsmlrtl2_G.gif,68776,a32c26d837626f09239b9cd694796e52275886cf1dcf54209b56fc0f844c26af,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Commercial Building - Stan Small Retail 02 - CBTsmlrtl2_G.gif,new
193,02157--cbtsmlrtl03-sg--b1c713b5,02157--cbtsmlrtl03-sg--b1c713b5,1,W3DZH.big\Art\W3D\CBTsmlrtl03_SG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02157--cbtsmlrtl03-sg--b1c713b5\Civilian - Commercial Building - Stan Small Retail 03 - CBTsmlrtl03_SG.gif,81778,7b8852dd421993200f181f25d7fc518283f12f6d468dc8127c926d93f00e8c4a,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Commercial Building - Stan Small Retail 03 - CBTsmlrtl03_SG.gif,new
194,04284--cbapt01-g--a85ca883,04284--cbapt01-g--a85ca883,1,ZH_Generals\W3D.big\Art\W3D\CBApt01_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04284--cbapt01-g--a85ca883\Civilian - Residential Building - Asia Apartment 02 - CBApt01_G.gif,85217,1e5dc592689f659624d9258702c6832efc8fbcfccc241a01d9e928cdc706e365,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Asia Apartment 02 - CBApt01_G.gif,new
195,01074--cbnapart01-dsg--8d41864e,01074--cbnapart01-dsg--8d41864e,1,W3DZH.big\Art\W3D\CBNApart01_DSG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01074--cbnapart01-dsg--8d41864e\Civilian - Residential Building - Asian Apartment 01 - CBNApart01_DSG.gif,55800,2266ed27a0cc858a80dea4f44374cf73bb1405cfed0f5c3299b9e53186d2ad6a,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Asian Apartment 01 - CBNApart01_DSG.gif,new
196,04755--cbnaptcom-g--eaf70e3c,04755--cbnaptcom-g--eaf70e3c,1,ZH_Generals\W3D.big\Art\W3D\CBNAptCom_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04755--cbnaptcom-g--eaf70e3c\Civilian - Residential Building - Asian Apartment Complex - CBNAptCom_G.gif,30450,d5417c91776ef9c5aaa6270e605af6c1ea04e65b46089a4ec970d97c0ead4103,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Asian Apartment Complex - CBNAptCom_G.gif,new
197,04761--cbnaptsingle-g--746f6bff,04761--cbnaptsingle-g--746f6bff,1,ZH_Generals\W3D.big\Art\W3D\CBNAptSingle_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04761--cbnaptsingle-g--746f6bff\Civilian - Residential Building - Asian Apartment Single 01 - CBNAptSingle_G.gif,50132,7ec35659136a7d0019ad2351f48e4090338b6525aca2be2088be6d22eded328f,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Asian Apartment Single 01 - CBNAptSingle_G.gif,new
198,04769--cbnaptunit-g--b85eaa4a,04769--cbnaptunit-g--b85eaa4a,1,ZH_Generals\W3D.big\Art\W3D\CBNAptUnit_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04769--cbnaptunit-g--b85eaa4a\Civilian - Residential Building - Asian Apartment Unit - CBNAptUnit_G.gif,79056,ec1a4060dbedbbf6ccbe47df6f7c3c9fba909268d5e55d2cb16f107a78b35fcf,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Asian Apartment Unit - CBNAptUnit_G.gif,new
199,04869--cbnfarmhse-dg--b5e52642,04869--cbnfarmhse-dg--b5e52642,1,ZH_Generals\W3D.big\Art\W3D\CBNFarmHse_dg.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04869--cbnfarmhse-dg--b5e52642\Civilian - Residential Building - Farm House - CBNFarmHse_dg.gif,65147,6aa827bee3daf73ff0150d7e266a8fbe50a5a91fc1956aa69653401d5583e6d8,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Farm House - CBNFarmHse_dg.gif,new
200,05578--cbtownhs01-g--c5bd66ad,05578--cbtownhs01-g--c5bd66ad,1,ZH_Generals\W3D.big\Art\W3D\CBTownHs01_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05578--cbtownhs01-g--c5bd66ad\Civilian - Residential Building - German Town House 1 - CBTownHs01_G.gif,58232,6a795911d14653ea9ec7991051937b8186853298a148f3002663b60a226f16bf,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - German Town House 1 - CBTownHs01_G.gif,new
201,05592--cbtownhs02-g--726f42db,05592--cbtownhs02-g--726f42db,1,ZH_Generals\W3D.big\Art\W3D\CBTownHs02_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05592--cbtownhs02-g--726f42db\Civilian - Residential Building - German Town House 2 - CBTownHs02_G.gif,62578,038659b8c32dfee2cdeadecf871fc563e94c3739bf12318510826df881dd37d3,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - German Town House 2 - CBTownHs02_G.gif,new
202,00816--cbgreek1-g--b11242ad,00816--cbgreek1-g--b11242ad,1,W3DZH.big\Art\W3D\CBGREEK1_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00816--cbgreek1-g--b11242ad\Civilian - Residential Building - Greek House 1 - CBGREEK1_G.gif,43369,f73666e695e319990f363e64f15366470b3163f46826c0da7e332067a330e524,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Greek House 1 - CBGREEK1_G.gif,new
203,00821--cbgreek2-g--41ba4338,00821--cbgreek2-g--41ba4338,1,W3DZH.big\Art\W3D\CBGREEK2_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00821--cbgreek2-g--41ba4338\Civilian - Residential Building - Greek House 2 - CBGREEK2_G.gif,54737,659de337b68998f7ea8e8c8399437b2cfbfa71530307cc7df88de669e839aa4d,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Greek House 2 - CBGREEK2_G.gif,new
204,00826--cbgreek3-g--b329ea0a,00826--cbgreek3-g--b329ea0a,1,W3DZH.big\Art\W3D\CBGREEK3_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00826--cbgreek3-g--b329ea0a\Civilian - Residential Building - Greek House 3 - CBGREEK3_G.gif,53605,47eea039485cfa745b1a49de371958d2d33828a821a8830b3c56f0b1e682a50f,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Greek House 3 - CBGREEK3_G.gif,new
205,02387--cmamhome1-dg--5379c27e,02387--cmamhome1-dg--5379c27e,1,W3DZH.big\Art\W3D\CMAMHOME1_DG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02387--cmamhome1-dg--5379c27e\Civilian - Residential Building - Home 01 - CMAMHOME1_DG.gif,44658,3ce13390c4fe3bc50d3e812979a24336dd85f24674d03772f6e295a0511ff3f0,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Home 01 - CMAMHOME1_DG.gif,new
206,02392--cmamhome2-dg--0b7f80fb,02392--cmamhome2-dg--0b7f80fb,1,W3DZH.big\Art\W3D\CMAMHOME2_DG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\02392--cmamhome2-dg--0b7f80fb\Civilian - Residential Building - Home 02 - CMAMHOME2_DG.gif,39415,c1f1bee33a17e50bd9c043199ec47892d804cc3426d34b1d2f966347d6b86010,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Home 02 - CMAMHOME2_DG.gif,new
207,05198--cbtarchse-g--d85e4bfb,05198--cbtarchse-g--d85e4bfb,1,ZH_Generals\W3D.big\Art\W3D\CBTArcHse_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05198--cbtarchse-g--d85e4bfb\Civilian - Residential Building - Mogadishu Arched House - CBTArcHse_G.gif,72811,5e7315a23c708c86019823dfd14076a9e4cc3dfdd28f3a7d3c0faddf19b1953d,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu Arched House - CBTArcHse_G.gif,new
208,04726--cbmogdis08-dg--f5aebfe2,04726--cbmogdis08-dg--f5aebfe2,1,ZH_Generals\W3D.big\Art\W3D\CBMogdis08_dg.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04726--cbmogdis08-dg--f5aebfe2\Civilian - Residential Building - Mogadishu House 01 - CBMogdis08_dg.gif,47842,bd6319e04966d0d713bb116c2842eed23c41d8518dbb5a5ca03c7dc1587a6abe,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 01 - CBMogdis08_dg.gif,new
209,01808--cbthouse01-sg--b293e6fb,01808--cbthouse01-sg--b293e6fb,1,W3DZH.big\Art\W3D\CBTHouse01_SG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01808--cbthouse01-sg--b293e6fb\Civilian - Residential Building - Mogadishu House 02 - CBTHouse01_SG.gif,65348,144ab0936f4a49d8190b50d047ccd779895f9323282f79d9bfaf2d3ef61e1d9f,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Mogadishu House 02 - CBTHouse01_SG.gif,new
210,05331--cbthouse03-g--66a6eb90,05331--cbthouse03-g--66a6eb90,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse03_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05331--cbthouse03-g--66a6eb90\Civilian - Residential Building - Mogadishu House 03 - CBTHouse03_G.gif,49851,874c2f019282df1881a5d9949bcda3fba53e73555adf759dacd9668d1ff7574d,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 03 - CBTHouse03_G.gif,new
211,05343--cbthouse04-g--9da97bd7,05343--cbthouse04-g--9da97bd7,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse04_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05343--cbthouse04-g--9da97bd7\Civilian - Residential Building - Mogadishu House 04 - CBTHouse04_G.gif,59050,7802d0295d0b971ed31b6060bd944d70aecb97f65afca96f58f35e17f598ae24,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 04 - CBTHouse04_G.gif,new
212,05358--cbthouse05-g--8d935260,05358--cbthouse05-g--8d935260,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse05_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05358--cbthouse05-g--8d935260\Civilian - Residential Building - Mogadishu House 05 - CBTHouse05_G.gif,56728,0be5e25dc71e337ae1d05db7f04f74a90a56ce438b1f40961313bf3f2ad3b7df,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 05 - CBTHouse05_G.gif,new
213,05372--cbthouse06-g--1408aac9,05372--cbthouse06-g--1408aac9,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse06_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05372--cbthouse06-g--1408aac9\Civilian - Residential Building - Mogadishu House 06 - CBTHouse06_G.gif,50782,50c8a3b7125d99d00df51277aa4d7ba5ec0133ce5db2345e1d0d5d621c39437e,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 06 - CBTHouse06_G.gif,new
214,05383--cbthouse07-g--df265d59,05383--cbthouse07-g--df265d59,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse07_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05383--cbthouse07-g--df265d59\Civilian - Residential Building - Mogadishu House 07 - CBTHouse07_G.gif,42270,d3428d518c5e07fd5f1add26325b220787c04d5538f911e6af0e73c6f3955307,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 07 - CBTHouse07_G.gif,new
215,05391--cbthouse08-g--a8cd5aba,05391--cbthouse08-g--a8cd5aba,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse08_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05391--cbthouse08-g--a8cd5aba\Civilian - Residential Building - Mogadishu House 08 - CBTHouse08_G.gif,49110,278ed9683e683a7592694428e07c7b40a5ed82a0617ca57ad083691ae33d60c7,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 08 - CBTHouse08_G.gif,new
216,01895--cbthouse09-sg--83545370,01895--cbthouse09-sg--83545370,1,W3DZH.big\Art\W3D\CBTHouse09_SG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01895--cbthouse09-sg--83545370\Civilian - Residential Building - Mogadishu House 09 - CBTHouse09_SG.gif,61117,d93faa8c1811aff09a38350ee83988c92101e7835313c23eeac82d80b04ed13f,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Mogadishu House 09 - CBTHouse09_SG.gif,new
217,05410--cbthouse10-g--18ea7e4d,05410--cbthouse10-g--18ea7e4d,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse10_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05410--cbthouse10-g--18ea7e4d\Civilian - Residential Building - Mogadishu House 10 - CBTHouse10_G.gif,92961,507bc5a26daf3ffc4b58044bf16b2399af8e11db3175ffa2c9cb5e6bc1d1e45f,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 10 - CBTHouse10_G.gif,new
218,01921--cbthouse11-sng--fdfcf84d,01921--cbthouse11-sng--fdfcf84d,1,W3DZH.big\Art\W3D\CBTHouse11_sng.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01921--cbthouse11-sng--fdfcf84d\Civilian - Residential Building - Mogadishu House 11 - CBTHouse11_sng.gif,79995,73a500a587d71f46b70d9eb0d3f366adf6b3356f03f48a075725e642fafa1514,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Mogadishu House 11 - CBTHouse11_sng.gif,new
219,05432--cbthouse12-g--b997280f,05432--cbthouse12-g--b997280f,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse12_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05432--cbthouse12-g--b997280f\Civilian - Residential Building - Mogadishu House 12 - CBTHouse12_G.gif,45295,2b2e8820b03b73838a1b3f396c065fbdb8c8011146228565ca611f807232a130,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 12 - CBTHouse12_G.gif,new
220,05440--cbthouse13-dng--4357306d,05440--cbthouse13-dng--4357306d,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse13_DNG.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05440--cbthouse13-dng--4357306d\Civilian - Residential Building - Mogadishu House 13 - CBTHouse13_DNG.gif,38576,ebb5c1a2dbfa7a87a332505262e3c9113a61fa11cac4119402e92e458ce04929,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 13 - CBTHouse13_DNG.gif,new
221,05450--cbthouse15-g--b4f81026,05450--cbthouse15-g--b4f81026,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse15_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05450--cbthouse15-g--b4f81026\Civilian - Residential Building - Mogadishu House 15 - CBTHouse15_G.gif,80104,d23c5b35a5db9d7029969985659b61714018e483bc4a9e14f86e4e947d5e5e9d,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 15 - CBTHouse15_G.gif,new
222,05457--cbthouse16-g--a1c5b84d,05457--cbthouse16-g--a1c5b84d,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse16_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05457--cbthouse16-g--a1c5b84d\Civilian - Residential Building - Mogadishu House 16 - CBTHouse16_G.gif,80407,d3f11bf7252ea42e5ee862e820d7cc0106c2851b42a727fd5219822b4c137a28,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 16 - CBTHouse16_G.gif,new
223,05465--cbthouse17-g--013711df,05465--cbthouse17-g--013711df,1,ZH_Generals\W3D.big\Art\W3D\CBTHouse17_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05465--cbthouse17-g--013711df\Civilian - Residential Building - Mogadishu House 17 - CBTHouse17_G.gif,66323,cc2ed191b7def61a248ed69d89070bd3bbf1e3e1ec75314c44a2233e925b98dc,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Mogadishu House 17 - CBTHouse17_G.gif,new
224,05006--cbnriverho-dg--e2611aa2,05006--cbnriverho-dg--e2611aa2,1,ZH_Generals\W3D.big\Art\W3D\CBNRiverHo_dg.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05006--cbnriverho-dg--e2611aa2\Civilian - Residential Building - River House 01 - CBNRiverHo_dg.gif,81081,2af498eebb80ce62c9e7d53217a06c77d914184a7d0ac5fd3514771810125acf,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - River House 01 - CBNRiverHo_dg.gif,new
225,01377--cbnriverh2-dsg--68ca7ba4,01377--cbnriverh2-dsg--68ca7ba4,1,W3DZH.big\Art\W3D\CBNRiverH2_dsg.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01377--cbnriverh2-dsg--68ca7ba4\Civilian - Residential Building - River House 02 - CBNRiverH2_dsg.gif,60257,7b4b14f3b5ceb41011f7a660f2bf039d80150d558dfb4dc1d03b824611ba163b,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - River House 02 - CBNRiverH2_dsg.gif,new
226,05170--cbtaprtmn1-g--d0444e6d,05170--cbtaprtmn1-g--d0444e6d,1,ZH_Generals\W3D.big\Art\W3D\CBTAprtmn1_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05170--cbtaprtmn1-g--d0444e6d\Civilian - Residential Building - Stan Apartment 01 - CBTAprtmn1_G.gif,71893,cdb27d4094944b9390bd02eb0617dc7b5f71bffb6bfa692ef826f723bc8dea83,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Stan Apartment 01 - CBTAprtmn1_G.gif,new
227,05187--cbtaprtmn2-g--7f155410,05187--cbtaprtmn2-g--7f155410,1,ZH_Generals\W3D.big\Art\W3D\CBTAprtmn2_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05187--cbtaprtmn2-g--7f155410\Civilian - Residential Building - Stan Apartment 02 - CBTAprtmn2_G.gif,81957,4d525f91eebc86036b0f4e10af223203f6d77252f3a78da77ab966c6d1172dbd,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Stan Apartment 02 - CBTAprtmn2_G.gif,new
228,04750--cbnaptbuil-g--4c51931f,04750--cbnaptbuil-g--4c51931f,1,ZH_Generals\W3D.big\Art\W3D\CBNAptBuil_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04750--cbnaptbuil-g--4c51931f\Civilian - Residential Building - Stan Apartment Single 01 - CBNAptBuil_G.gif,59861,350a504df50ccb80c9f08774ee5d7515fc385b52bbb32064b15c5f12fb049d00,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Stan Apartment Single 01 - CBNAptBuil_G.gif,new
229,05621--cbtschlhs-dg--d91afe44,05621--cbtschlhs-dg--d91afe44,1,ZH_Generals\W3D.big\Art\W3D\CBTSchlhs_dg.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05621--cbtschlhs-dg--d91afe44\Civilian - Residential Building - Stan Schoolhouse 02 - CBTSchlhs_dg.gif,40520,328aa179f5088cc3681ecf1b098b57101288c89a696243d03f5c6f5599985d9c,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Stan Schoolhouse 02 - CBTSchlhs_dg.gif,new
230,01481--cbntmhvfh-g--e02eaa4e,01481--cbntmhvfh-g--e02eaa4e,1,W3DZH.big\Art\W3D\CBNTmHvFH_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01481--cbntmhvfh-g--e02eaa4e\Civilian - Residential Building - Temple Of Heaven Front House - CBNTmHvFH_G.gif,54188,69561d28ae25fe8c669d32f8e059cf9c0e67c8a8092d99ed2273f15faea1360a,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Temple Of Heaven Front House - CBNTmHvFH_G.gif,new
231,01487--cbntmhvgt-g--32eebc9e,01487--cbntmhvgt-g--32eebc9e,1,W3DZH.big\Art\W3D\CBNTmHvGT_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01487--cbntmhvgt-g--32eebc9e\Civilian - Residential Building - Temple Of Heaven Gate House - CBNTmHvGT_G.gif,74975,1a94ef8252ba544a3e4e24844a44557dd06c5fe192b36012bfee037ccdfb3186,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Temple Of Heaven Gate House - CBNTmHvGT_G.gif,new
232,01501--cbntmhvsh-g--4a57cb08,01501--cbntmhvsh-g--4a57cb08,1,W3DZH.big\Art\W3D\CBNTmHvSH_G.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01501--cbntmhvsh-g--4a57cb08\Civilian - Residential Building - Temple Of Heaven Side House - CBNTmHvSH_G.gif,33648,8a3f141c1b2eec06b5107729d8a404537342ea2e7270140adb16145962c8c736,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D,C:\Programs\Generals Big Extraction\W3DZH.big\Art\W3D\Civilian - Residential Building - Temple Of Heaven Side House - CBNTmHvSH_G.gif,new
233,05761--cbwrfwhrs1-dg--ebf83957,05761--cbwrfwhrs1-dg--ebf83957,1,ZH_Generals\W3D.big\Art\W3D\CBWrFWhrs1_dg.w3d,gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05761--cbwrfwhrs1-dg--ebf83957\Civilian - Residential Building - Waterfront Wherehouse 01 - CBWrFWhrs1_dg.gif,34108,56ac556df67a28309e4710d2c3c2f4e688c653f8652bbea073253e466cbf4f49,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D,C:\Programs\Generals Big Extraction\ZH_Generals\W3D.big\Art\W3D\Civilian - Residential Building - Waterfront Wherehouse 01 - CBWrFWhrs1_dg.gif,new
