case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,conversion_status,automatic_image_gate,final_decision,final_decision_reason,glb_round_trip_valid,glb,contact_sheet
00059--abnukesilo-a3--90f01de4,W3DZH.big\Art\W3D\ABNukeSilo_A3.w3d,USA,Superweapon,Cruise Missile Launcher,ABNukeSilo_A3,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00059--abnukesilo-a3--90f01de4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00059--abnukesilo-a3--90f01de4\four-view.png
00060--abnukesilo-a3d--9dc82ec6,W3DZH.big\Art\W3D\ABNukeSilo_A3D.w3d,USA,Superweapon,Cruise Missile Launcher,ABNukeSilo_A3D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00060--abnukesilo-a3d--9dc82ec6\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00060--abnukesilo-a3d--9dc82ec6\four-view.png
00061--abnukesilo-a3e--f7bceecf,W3DZH.big\Art\W3D\ABNukeSilo_A3E.w3d,USA,Superweapon,Cruise Missile Launcher,ABNukeSilo_A3E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00061--abnukesilo-a3e--f7bceecf\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00061--abnukesilo-a3e--f7bceecf\four-view.png
00062--abnukesilo-d--4bc2fef4,W3DZH.big\Art\W3D\ABNukeSilo_D.w3d,USA,Superweapon,Cruise Missile Launcher,ABNukeSilo_D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00062--abnukesilo-d--4bc2fef4\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00062--abnukesilo-d--4bc2fef4\four-view.png
00063--abnukesilo-e--16cb9136,W3DZH.big\Art\W3D\ABNukeSilo_E.w3d,USA,Superweapon,Cruise Missile Launcher,ABNukeSilo_E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00063--abnukesilo-e--16cb9136\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00063--abnukesilo-e--16cb9136\four-view.png
00064--abparbmup--d4f8fa8d,W3DZH.big\Art\W3D\ABParBmUp.w3d,USA,Base Building,Par Bm Up,ABParBmUp,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00064--abparbmup--d4f8fa8d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00064--abparbmup--d4f8fa8d\four-view.png
00065--abpatriot-m--29e6de86,W3DZH.big\Art\W3D\ABPATRIOT_M.w3d,USA,Base Defense,Patriot Battery,ABPATRIOT_M,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00065--abpatriot-m--29e6de86\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00065--abpatriot-m--29e6de86\four-view.png
00066--abpatriotsw-d--e764a858,W3DZH.big\Art\W3D\ABPatriotSW_D.w3d,USA,Base Defense,Patriot Battery,ABPatriotSW_D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00066--abpatriotsw-d--e764a858\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00066--abpatriotsw-d--e764a858\four-view.png
00067--abpatriotsw-ds--5b04c7f3,W3DZH.big\Art\W3D\ABPatriotSW_DS.w3d,USA,Base Defense,Patriot Battery,ABPatriotSW_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00067--abpatriotsw-ds--5b04c7f3\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00067--abpatriotsw-ds--5b04c7f3\four-view.png
00068--abpatriotsw-e--1a813264,W3DZH.big\Art\W3D\ABPatriotSW_E.w3d,USA,Base Defense,Patriot Battery,ABPatriotSW_E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00068--abpatriotsw-e--1a813264\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00068--abpatriotsw-e--1a813264\four-view.png
00069--abpatriotsw-es--6ccccfae,W3DZH.big\Art\W3D\ABPatriotSW_ES.w3d,USA,Base Defense,Patriot Battery,ABPatriotSW_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00069--abpatriotsw-es--6ccccfae\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00069--abpatriotsw-es--6ccccfae\four-view.png
00070--abpatriotsw-s--2a10226c,W3DZH.big\Art\W3D\ABPatriotSW_S.w3d,USA,Base Defense,Patriot Battery,ABPatriotSW_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00070--abpatriotsw-s--2a10226c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00070--abpatriotsw-s--2a10226c\four-view.png
00071--abpwr-collps01--2c7a6a9d,W3DZH.big\Art\W3D\ABPWR_collps01.w3d,USA,Base Building,PWR collps 01,ABPWR_collps01,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00071--abpwr-collps01--2c7a6a9d\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00071--abpwr-collps01--2c7a6a9d\four-view.png
00072--abpwr-collps02--538ea945,W3DZH.big\Art\W3D\ABPWR_collps02.w3d,USA,Base Building,PWR collps 02,ABPWR_collps02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00072--abpwr-collps02--538ea945\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00072--abpwr-collps02--538ea945\four-view.png
00073--abpwrplant-a1dn--9f107ed6,W3DZH.big\Art\W3D\ABPWRPLANT_A1DN.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_A1DN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00073--abpwrplant-a1dn--9f107ed6\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00073--abpwrplant-a1dn--9f107ed6\four-view.png
00074--abpwrplant-a1en--9825df0e,W3DZH.big\Art\W3D\ABPwrPlant_A1EN.w3d,USA,Base Infrastructure,Power Plant,ABPwrPlant_A1EN,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00074--abpwrplant-a1en--9825df0e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00074--abpwrplant-a1en--9825df0e\four-view.png
00075--abpwrplant-a1n--2a81c0f5,W3DZH.big\Art\W3D\ABPWRPLANT_A1N.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_A1N,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00075--abpwrplant-a1n--2a81c0f5\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00075--abpwrplant-a1n--2a81c0f5\four-view.png
00076--abpwrplant-d02--3a93f909,W3DZH.big\Art\W3D\ABPWRPLANT_d02.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d02,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00076--abpwrplant-d02--3a93f909\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00076--abpwrplant-d02--3a93f909\four-view.png
00077--abpwrplant-d04--67deeb91,W3DZH.big\Art\W3D\ABPWRPLANT_d04.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d04,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00077--abpwrplant-d04--67deeb91\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00077--abpwrplant-d04--67deeb91\four-view.png
00078--abpwrplant-d06--5fde3e47,W3DZH.big\Art\W3D\ABPWRPLANT_d06.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d06,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00078--abpwrplant-d06--5fde3e47\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00078--abpwrplant-d06--5fde3e47\four-view.png
00079--abpwrplant-d08--ee86424b,W3DZH.big\Art\W3D\ABPWRPLANT_d08.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d08,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00079--abpwrplant-d08--ee86424b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00079--abpwrplant-d08--ee86424b\four-view.png
00080--abpwrplant-d10--e0e5e93c,W3DZH.big\Art\W3D\ABPWRPLANT_d10.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d10,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00080--abpwrplant-d10--e0e5e93c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00080--abpwrplant-d10--e0e5e93c\four-view.png
00081--abpwrplant-d12--aaeefd29,W3DZH.big\Art\W3D\ABPWRPLANT_d12.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d12,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00081--abpwrplant-d12--aaeefd29\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00081--abpwrplant-d12--aaeefd29\four-view.png
00082--abpwrplant-d14--38f32e6e,W3DZH.big\Art\W3D\ABPWRPLANT_d14.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d14,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00082--abpwrplant-d14--38f32e6e\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00082--abpwrplant-d14--38f32e6e\four-view.png
00083--abpwrplant-d16--e2bf2200,W3DZH.big\Art\W3D\ABPWRPLANT_d16.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d16,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00083--abpwrplant-d16--e2bf2200\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00083--abpwrplant-d16--e2bf2200\four-view.png
00084--abpwrplant-d18--bcaf6a27,W3DZH.big\Art\W3D\ABPWRPLANT_d18.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d18,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00084--abpwrplant-d18--bcaf6a27\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00084--abpwrplant-d18--bcaf6a27\four-view.png
00085--abpwrplant-d20--861558c1,W3DZH.big\Art\W3D\ABPWRPLANT_d20.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d20,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00085--abpwrplant-d20--861558c1\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00085--abpwrplant-d20--861558c1\four-view.png
00086--abpwrplant-d22--28d1c15f,W3DZH.big\Art\W3D\ABPWRPLANT_d22.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d22,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00086--abpwrplant-d22--28d1c15f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00086--abpwrplant-d22--28d1c15f\four-view.png
00087--abpwrplant-d24--0a44fc59,W3DZH.big\Art\W3D\ABPWRPLANT_d24.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d24,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00087--abpwrplant-d24--0a44fc59\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00087--abpwrplant-d24--0a44fc59\four-view.png
00088--abpwrplant-d26--57906962,W3DZH.big\Art\W3D\ABPWRPLANT_d26.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d26,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00088--abpwrplant-d26--57906962\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00088--abpwrplant-d26--57906962\four-view.png
00089--abpwrplant-d28--f2944bdc,W3DZH.big\Art\W3D\ABPWRPLANT_d28.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d28,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00089--abpwrplant-d28--f2944bdc\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00089--abpwrplant-d28--f2944bdc\four-view.png
00090--abpwrplant-d30--aaaafacb,W3DZH.big\Art\W3D\ABPWRPLANT_d30.w3d,USA,Base Infrastructure,Power Plant,ABPWRPLANT_d30,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00090--abpwrplant-d30--aaaafacb\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00090--abpwrplant-d30--aaaafacb\four-view.png
00091--abpwrplants-a1d--23033478,W3DZH.big\Art\W3D\ABPwrPlantS_A1D.w3d,USA,Base Infrastructure,Power Plant,ABPwrPlantS_A1D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00091--abpwrplants-a1d--23033478\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00091--abpwrplants-a1d--23033478\four-view.png
00092--abpwrplants-a1e--406ac14a,W3DZH.big\Art\W3D\ABPwrPlantS_A1E.w3d,USA,Base Infrastructure,Power Plant,ABPwrPlantS_A1E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00092--abpwrplants-a1e--406ac14a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00092--abpwrplants-a1e--406ac14a\four-view.png
00093--abpwrplantsw-a1--4acf21ef,W3DZH.big\Art\W3D\ABPwrPlantSW_A1.w3d,USA,Base Infrastructure,Power Plant,ABPwrPlantSW_A1,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00093--abpwrplantsw-a1--4acf21ef\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00093--abpwrplantsw-a1--4acf21ef\four-view.png
00094--abrailgun--807b9e6b,W3DZH.big\Art\W3D\ABRailGun.w3d,USA,Base Building,Rail Gun,ABRailGun,rendered,needs-review,rejected,Rejected: missing material exposed the numbered UV-test texture across substantial geometry.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00094--abrailgun--807b9e6b\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00094--abrailgun--807b9e6b\four-view.png
00095--absdlnksw--6763765a,W3DZH.big\Art\W3D\ABSDLnkSW.w3d,USA,Base Building,SD Lnk SW,ABSDLnkSW,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00095--absdlnksw--6763765a\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00095--absdlnksw--6763765a\four-view.png
00096--absdlnksw-d--6db41d3c,W3DZH.big\Art\W3D\ABSDLnkSW_D.w3d,USA,Base Building,SD Lnk SW,ABSDLnkSW_D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00096--absdlnksw-d--6db41d3c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00096--absdlnksw-d--6db41d3c\four-view.png
00097--absdlnksw-e--b1615d82,W3DZH.big\Art\W3D\ABSDLnkSW_E.w3d,USA,Base Building,SD Lnk SW,ABSDLnkSW_E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00097--absdlnksw-e--b1615d82\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00097--absdlnksw-e--b1615d82\four-view.png
00098--absdlnksw-s--74691280,W3DZH.big\Art\W3D\ABSDLnkSW_S.w3d,USA,Base Building,SD Lnk SW,ABSDLnkSW_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00098--absdlnksw-s--74691280\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00098--absdlnksw-s--74691280\four-view.png
00099--absecuwall--bde04725,W3DZH.big\Art\W3D\ABSECUWALL.w3d,USA,Base Building,SECUWALL,ABSECUWALL,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00099--absecuwall--bde04725\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00099--absecuwall--bde04725\four-view.png
00100--absecuwall-d--db4d7e86,W3DZH.big\Art\W3D\ABSecuWall_D.w3d,USA,Base Building,Secu Wall,ABSecuWall_D,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00100--absecuwall-d--db4d7e86\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00100--absecuwall-d--db4d7e86\four-view.png
00101--absecuwall-ds--89d74987,W3DZH.big\Art\W3D\ABSecuWall_DS.w3d,USA,Base Building,Secu Wall,ABSecuWall_DS,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00101--absecuwall-ds--89d74987\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00101--absecuwall-ds--89d74987\four-view.png
00102--absecuwall-e--0705949c,W3DZH.big\Art\W3D\ABSecuWall_E.w3d,USA,Base Building,Secu Wall,ABSecuWall_E,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00102--absecuwall-e--0705949c\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00102--absecuwall-e--0705949c\four-view.png
00103--absecuwall-es--f47aa0e5,W3DZH.big\Art\W3D\ABSecuWall_ES.w3d,USA,Base Building,Secu Wall,ABSecuWall_ES,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00103--absecuwall-es--f47aa0e5\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00103--absecuwall-es--f47aa0e5\four-view.png
00104--absecuwall-s--015ad31f,W3DZH.big\Art\W3D\ABSecuWall_S.w3d,USA,Base Building,Secu Wall,ABSecuWall_S,rendered,accepted,accepted,Accepted: automatic image gate passed and GLB round-trip validation succeeded.,True,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00104--absecuwall-s--015ad31f\model.glb,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-production\output\00104--absecuwall-s--015ad31f\four-view.png
