production_number,case,source_path_relative,faction_or_context,functional_family,descriptive_asset_name,canonical_stem,rendered_format,review_decision,recommended_format,review_notes,rendered_media,recommended_media,reused_reviewed_pilot
50,00734--cbgerbl04-dg--a0692671,W3DZH.big\Art\W3D\CBGerbl04_DG.w3d,Civilian,Civilian Building,CB Gerbl 04,CBGerbl04_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00734--cbgerbl04-dg--a0692671\Civilian - Civilian Building - CB Gerbl 04 - CBGerbl04_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00734--cbgerbl04-dg--a0692671\Civilian - Civilian Building - CB Gerbl 04 - CBGerbl04_DG.gif,False
51,00741--cbgerbl05-g--2c894b95,W3DZH.big\Art\W3D\CBGerbl05_G.w3d,Civilian,Civilian Building,CB Gerbl 05,CBGerbl05_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00741--cbgerbl05-g--2c894b95\Civilian - Civilian Building - CB Gerbl 05 - CBGerbl05_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00741--cbgerbl05-g--2c894b95\Civilian - Civilian Building - CB Gerbl 05 - CBGerbl05_G.gif,False
52,00746--cbgerbl06-g--4bfbc970,W3DZH.big\Art\W3D\CBGerbl06_G.w3d,Civilian,Civilian Building,CB Gerbl 06,CBGerbl06_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00746--cbgerbl06-g--4bfbc970\Civilian - Civilian Building - CB Gerbl 06 - CBGerbl06_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00746--cbgerbl06-g--4bfbc970\Civilian - Civilian Building - CB Gerbl 06 - CBGerbl06_G.gif,False
53,01548--cbnukea-g--1dc563c3,W3DZH.big\Art\W3D\CBNUKEA_G.w3d,Civilian,Civilian Building,CB Nuke A,CBNUKEA_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01548--cbnukea-g--1dc563c3\Civilian - Civilian Building - CB Nuke A - CBNUKEA_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01548--cbnukea-g--1dc563c3\Civilian - Civilian Building - CB Nuke A - CBNUKEA_G.gif,False
54,01562--cbnukec-g--b789c8a1,W3DZH.big\Art\W3D\CBNUKEC_G.w3d,Civilian,Civilian Building,CB Nuke C,CBNUKEC_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01562--cbnukec-g--b789c8a1\Civilian - Civilian Building - CB Nuke C - CBNUKEC_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\01562--cbnukec-g--b789c8a1\Civilian - Civilian Building - CB Nuke C - CBNUKEC_G.gif,False
55,00477--cbchalet-dng--c49801ec,W3DZH.big\Art\W3D\CBChalet_dng.w3d,Civilian,Civilian Building,Chalet,CBChalet_dng,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00477--cbchalet-dng--c49801ec\Civilian - Civilian Building - Chalet - CBChalet_dng.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00477--cbchalet-dng--c49801ec\Civilian - Civilian Building - Chalet - CBChalet_dng.gif,True
56,00445--cbchalet2-dng--59a68e39,W3DZH.big\Art\W3D\CBChalet2_dng.w3d,Civilian,Civilian Building,Chalet 2,CBChalet2_dng,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00445--cbchalet2-dng--59a68e39\Civilian - Civilian Building - Chalet 2 - CBChalet2_dng.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00445--cbchalet2-dng--59a68e39\Civilian - Civilian Building - Chalet 2 - CBChalet2_dng.gif,True
57,00496--cbchembunk-g--cd0cab6f,W3DZH.big\Art\W3D\CBChemBunk_g.w3d,Civilian,Civilian Building,Chemical Bunker,CBChemBunk_g,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00496--cbchembunk-g--cd0cab6f\Civilian - Civilian Building - Chemical Bunker - CBChemBunk_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00496--cbchembunk-g--cd0cab6f\Civilian - Civilian Building - Chemical Bunker - CBChemBunk_g.gif,True
58,04425--cbfwfctry-g--d1b7760e,ZH_Generals\W3D.big\Art\W3D\CBFWFctry_g.w3d,Civilian,Civilian Building,Chineese Fireworks Factory,CBFWFctry_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04425--cbfwfctry-g--d1b7760e\Civilian - Civilian Building - Chineese Fireworks Factory - CBFWFctry_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04425--cbfwfctry-g--d1b7760e\Civilian - Civilian Building - Chineese Fireworks Factory - CBFWFctry_g.gif,False
59,00517--cbchrch01-dsng--db6891f3,W3DZH.big\Art\W3D\CBChrch01_DSNG.w3d,Civilian,Civilian Building,Chrch 01 DSNG,CBChrch01_DSNG,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00517--cbchrch01-dsng--db6891f3\Civilian - Civilian Building - Chrch 01 DSNG - CBChrch01_DSNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00517--cbchrch01-dsng--db6891f3\Civilian - Civilian Building - Chrch 01 DSNG - CBChrch01_DSNG.gif,True
60,04381--cbcnvstr01-g--b273acda,ZH_Generals\W3D.big\Art\W3D\CBCnvStr01_g.w3d,Civilian,Civilian Building,Convience Store,CBCnvStr01_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04381--cbcnvstr01-g--b273acda\Civilian - Civilian Building - Convience Store - CBCnvStr01_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04381--cbcnvstr01-g--b273acda\Civilian - Civilian Building - Convience Store - CBCnvStr01_g.gif,False
61,05080--cboldmslm-dg--1a3451a0,ZH_Generals\W3D.big\Art\W3D\CBOldmslm_dg.w3d,Civilian,Civilian Building,Crypt 01,CBOldmslm_dg,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05080--cboldmslm-dg--1a3451a0\Civilian - Civilian Building - Crypt 01 - CBOldmslm_dg.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\05080--cboldmslm-dg--1a3451a0\Civilian - Civilian Building - Crypt 01 - CBOldmslm_dg.gif,False
62,04387--cbdam-e--fefb814b,ZH_Generals\W3D.big\Art\W3D\CBDam_E.w3d,Civilian,Civilian Building,Dam,CBDam_E,gif,reject,,component only or contextless subassembly,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04387--cbdam-e--fefb814b\Civilian - Civilian Building - Dam - CBDam_E.gif,,False
63,00569--cbdriveine-g--85be4b9d,W3DZH.big\Art\W3D\CBDriveInE_G.w3d,Civilian,Civilian Building,Drive In Entrance,CBDriveInE_G,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00569--cbdriveine-g--85be4b9d\Civilian - Civilian Building - Drive In Entrance - CBDriveInE_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00569--cbdriveine-g--85be4b9d\Civilian - Civilian Building - Drive In Entrance - CBDriveInE_G.gif,True
64,00577--cbdriveins-g--09f9b515,W3DZH.big\Art\W3D\CBDriveInS_G.w3d,Civilian,Civilian Building,Drive In Snacks,CBDriveInS_G,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00577--cbdriveins-g--09f9b515\Civilian - Civilian Building - Drive In Snacks - CBDriveInS_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00577--cbdriveins-g--09f9b515\Civilian - Civilian Building - Drive In Snacks - CBDriveInS_G.gif,True
65,00589--cbetvstat-ng--14b53d87,W3DZH.big\Art\W3D\CBETVStat_NG.w3d,Civilian,Civilian Building,English TV Statio,CBETVStat_NG,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00589--cbetvstat-ng--14b53d87\Civilian - Civilian Building - English TV Statio - CBETVStat_NG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00589--cbetvstat-ng--14b53d87\Civilian - Civilian Building - English TV Statio - CBETVStat_NG.gif,True
66,00623--cbeurocnd-sg--2685efd8,W3DZH.big\Art\W3D\CBEuroCnd_sg.w3d,Civilian,Civilian Building,Euro Highrise,CBEuroCnd_sg,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00623--cbeurocnd-sg--2685efd8\Civilian - Civilian Building - Euro Highrise - CBEuroCnd_sg.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00623--cbeurocnd-sg--2685efd8\Civilian - Civilian Building - Euro Highrise - CBEuroCnd_sg.gif,False
67,00600--cbeurocnd2-dng--0286d0c9,W3DZH.big\Art\W3D\CBEuroCnd2_DNG.w3d,Civilian,Civilian Building,Euro Highrise 2,CBEuroCnd2_DNG,gif,publish,gif,"Complete or intelligible subject with subtle, short, or continuously looping motion.",C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00600--cbeurocnd2-dng--0286d0c9\Civilian - Civilian Building - Euro Highrise 2 - CBEuroCnd2_DNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00600--cbeurocnd2-dng--0286d0c9\Civilian - Civilian Building - Euro Highrise 2 - CBEuroCnd2_DNG.gif,True
68,00555--cbcthdrl-g--5f093084,W3DZH.big\Art\W3D\CBCthdrl_G.w3d,Civilian,Civilian Building,European Museum,CBCthdrl_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00555--cbcthdrl-g--5f093084\Civilian - Civilian Building - European Museum - CBCthdrl_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00555--cbcthdrl-g--5f093084\Civilian - Civilian Building - European Museum - CBCthdrl_G.gif,False
69,04417--cbeuropkg-g--fe26f28c,ZH_Generals\W3D.big\Art\W3D\CBEuroPkg_G.w3d,Civilian,Civilian Building,European Parking Garage,CBEuroPkg_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04417--cbeuropkg-g--fe26f28c\Civilian - Civilian Building - European Parking Garage - CBEuroPkg_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04417--cbeuropkg-g--fe26f28c\Civilian - Civilian Building - European Parking Garage - CBEuroPkg_G.gif,False
70,04880--cbnfcitysh-g--25502dd6,ZH_Generals\W3D.big\Art\W3D\CBNFCitySH_g.w3d,Civilian,Civilian Building,Forbidden City Gates,CBNFCitySH_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04880--cbnfcitysh-g--25502dd6\Civilian - Civilian Building - Forbidden City Gates - CBNFCitySH_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04880--cbnfcitysh-g--25502dd6\Civilian - Civilian Building - Forbidden City Gates - CBNFCitySH_g.gif,False
71,04875--cbnfcitych-g--40257269,ZH_Generals\W3D.big\Art\W3D\CBNFCityCH_g.w3d,Civilian,Civilian Building,Forbidden City Tower,CBNFCityCH_g,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04875--cbnfcitych-g--40257269\Civilian - Civilian Building - Forbidden City Tower - CBNFCityCH_g.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04875--cbnfcitych-g--40257269\Civilian - Civilian Building - Forbidden City Tower - CBNFCityCH_g.gif,False
72,06069--cmwalakml4--efb2d5d5,ZH_Generals\W3D.big\Art\W3D\Fortress Wall Building - CMWalAkml4.w3d,Civilian,Civilian Building,Fortress Wall Building,CMWalAkml4,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06069--cmwalakml4--efb2d5d5\Civilian - Civilian Building - Fortress Wall Building - CMWalAkml4.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06069--cmwalakml4--efb2d5d5\Civilian - Civilian Building - Fortress Wall Building - CMWalAkml4.gif,False
73,06070--cmwalakml5--5a5f7712,ZH_Generals\W3D.big\Art\W3D\Fortress Wall Corner - CMWalAkml5.w3d,Civilian,Civilian Building,Fortress Wall Corner,CMWalAkml5,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06070--cmwalakml5--5a5f7712\Civilian - Civilian Building - Fortress Wall Corner - CMWalAkml5.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\06070--cmwalakml5--5a5f7712\Civilian - Civilian Building - Fortress Wall Corner - CMWalAkml5.gif,False
74,00689--cbgchrch01-dg--a4ecd5a3,W3DZH.big\Art\W3D\CBGChrch01_DG.w3d,Civilian,Civilian Building,G Chrch 01 DG,CBGChrch01_DG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00689--cbgchrch01-dg--a4ecd5a3\Civilian - Civilian Building - G Chrch 01 DG - CBGChrch01_DG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00689--cbgchrch01-dg--a4ecd5a3\Civilian - Civilian Building - G Chrch 01 DG - CBGChrch01_DG.gif,False
75,00691--cbgchrch01-dng--0dbd76fc,W3DZH.big\Art\W3D\CBGChrch01_DNG.w3d,Civilian,Civilian Building,G Chrch 01 DNG,CBGChrch01_DNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00691--cbgchrch01-dng--0dbd76fc\Civilian - Civilian Building - G Chrch 01 DNG - CBGChrch01_DNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00691--cbgchrch01-dng--0dbd76fc\Civilian - Civilian Building - G Chrch 01 DNG - CBGChrch01_DNG.gif,False
76,00693--cbgchrch01-dsg--c7d9516d,W3DZH.big\Art\W3D\CBGChrch01_DSG.w3d,Civilian,Civilian Building,G Chrch 01 DSG,CBGChrch01_DSG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00693--cbgchrch01-dsg--c7d9516d\Civilian - Civilian Building - G Chrch 01 DSG - CBGChrch01_DSG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00693--cbgchrch01-dsg--c7d9516d\Civilian - Civilian Building - G Chrch 01 DSG - CBGChrch01_DSG.gif,False
77,00695--cbgchrch01-dsng--3f73de31,W3DZH.big\Art\W3D\CBGChrch01_DSNG.w3d,Civilian,Civilian Building,G Chrch 01 DSNG,CBGChrch01_DSNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00695--cbgchrch01-dsng--3f73de31\Civilian - Civilian Building - G Chrch 01 DSNG - CBGChrch01_DSNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00695--cbgchrch01-dsng--3f73de31\Civilian - Civilian Building - G Chrch 01 DSNG - CBGChrch01_DSNG.gif,False
78,00700--cbgchrch01-g--747d2374,W3DZH.big\Art\W3D\CBGChrch01_G.w3d,Civilian,Civilian Building,G Chrch 01 G,CBGChrch01_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00700--cbgchrch01-g--747d2374\Civilian - Civilian Building - G Chrch 01 G - CBGChrch01_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00700--cbgchrch01-g--747d2374\Civilian - Civilian Building - G Chrch 01 G - CBGChrch01_G.gif,False
79,00702--cbgchrch01-ng--86d04f20,W3DZH.big\Art\W3D\CBGChrch01_NG.w3d,Civilian,Civilian Building,G Chrch 01 NG,CBGChrch01_NG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00702--cbgchrch01-ng--86d04f20\Civilian - Civilian Building - G Chrch 01 NG - CBGChrch01_NG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00702--cbgchrch01-ng--86d04f20\Civilian - Civilian Building - G Chrch 01 NG - CBGChrch01_NG.gif,False
80,00708--cbgchrch01-sg--da0ff206,W3DZH.big\Art\W3D\CBGChrch01_SG.w3d,Civilian,Civilian Building,G Chrch 01 SG,CBGChrch01_SG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00708--cbgchrch01-sg--da0ff206\Civilian - Civilian Building - G Chrch 01 SG - CBGChrch01_SG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00708--cbgchrch01-sg--da0ff206\Civilian - Civilian Building - G Chrch 01 SG - CBGChrch01_SG.gif,False
81,00710--cbgchrch01-sng--0ad0725e,W3DZH.big\Art\W3D\CBGChrch01_SNG.w3d,Civilian,Civilian Building,G Chrch 01 SNG,CBGChrch01_SNG,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00710--cbgchrch01-sng--0ad0725e\Civilian - Civilian Building - G Chrch 01 SNG - CBGChrch01_SNG.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00710--cbgchrch01-sng--0ad0725e\Civilian - Civilian Building - G Chrch 01 SNG - CBGChrch01_SNG.gif,False
82,00680--cbgassign--aeeb3fe2,W3DZH.big\Art\W3D\CBGasSign.w3d,Civilian,Civilian Building,Gas Sign,CBGasSign,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00680--cbgassign--aeeb3fe2\Civilian - Civilian Building - Gas Sign - CBGasSign.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\00680--cbgassign--aeeb3fe2\Civilian - Civilian Building - Gas Sign - CBGasSign.gif,False
83,04430--cbgasfacl-g--c1612ae8,ZH_Generals\W3D.big\Art\W3D\CBgasfacl_G.w3d,Civilian,Civilian Building,Gas Storage Facility,CBgasfacl_G,gif,publish,gif,Complete or intelligible subject with useful mechanical motion or a legitimate subtle loop.,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04430--cbgasfacl-g--c1612ae8\Civilian - Civilian Building - Gas Storage Facility - CBgasfacl_G.gif,C:\Users\Jeff\Documents\Codex\2026-08-18\in\w3d-animation-production\output\04430--cbgasfacl-g--c1612ae8\Civilian - Civilian Building - Gas Storage Facility - CBgasfacl_G.gif,False
